カッパ,1345,1345,3414,名詞,一般,*,*,*,*,カッパ,カッパ,カッパ,0/3,C2
カップ,1345,1345,2665,名詞,一般,*,*,*,*,カップ,カップ,カップ,1/3,C1
カップラーメン,1345,1345,3376,名詞,一般,*,*,*,*,カップラーメン,カップラーメン,カップラーメン,4/7,C1
カップリング,1345,1345,3452,名詞,一般,*,*,*,*,カップリング,カップリング,カップリング,0/6,C2
カップル,1345,1345,3422,名詞,一般,*,*,*,*,カップル,カップル,カップル,1/4,C1
カツ,1345,1345,3533,名詞,一般,*,*,*,*,カツ,カツ,カツ,1/2,C1
カツ,1348,1348,3748,名詞,固有名詞,一般,*,*,*,カツ,カツ,カツ,1/2,C1
カツアゲ,1345,1345,3452,名詞,一般,*,*,*,*,カツアゲ,カツアゲ,カツアゲ,0/4,C2
カツイ,1348,1348,3644,名詞,固有名詞,一般,*,*,*,カツイ,カツイ,カツイ,0/3,C1
カツエ,1351,1351,4467,名詞,固有名詞,人名,名,*,*,カツエ,カツエ,カツエ,0/3,C1
カツオ,1345,1345,3458,名詞,一般,*,*,*,*,カツオ,カツオ,カツオ,0/3,C2
カツコ,1351,1351,4226,名詞,固有名詞,人名,名,*,*,カツコ,カツコ,カツコ,1/3,C1
カツテ,1341,1341,5048,副詞,一般,*,*,*,*,カツテ,カツテ,カツテ,1/3,*
カツデン,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カツデン,カツデン,カツデン,2/4,C2
カツミ,1351,1351,4291,名詞,固有名詞,人名,名,*,*,カツミ,カツミ,カツミ,0/3,C2
カツモク,1343,1343,4317,名詞,サ変接続,*,*,*,*,カツモク,カツモク,カツモク,0/4,C2
カツヨ,1351,1351,4384,名詞,固有名詞,人名,名,*,*,カツヨ,カツヨ,カツヨ,0/3,C1
カツヨウジュ,1345,1345,3452,名詞,一般,*,*,*,*,カツヨウジュ,カツヨウジュ,カツヨージュ,3/5,C1
カツラ,1345,1345,3476,名詞,一般,*,*,*,*,カツラ,カツラ,カツラ,0/3,C2
カツレツ,1345,1345,3452,名詞,一般,*,*,*,*,カツレツ,カツレツ,カツレツ,0/4,C2
カツヱ,1351,1351,4304,名詞,固有名詞,人名,名,*,*,カツヱ,カツヱ,カツエ,0/3,C1
カヅ,1351,1351,4304,名詞,固有名詞,人名,名,*,*,カヅ,カヅ,カズ,1/2,C3
カヅエ,1351,1351,4304,名詞,固有名詞,人名,名,*,*,カヅエ,カヅエ,カズエ,0/3,C1
カヅコ,1351,1351,4383,名詞,固有名詞,人名,名,*,*,カヅコ,カヅコ,カズコ,1/3,C1
カテ,1345,1345,3489,名詞,一般,*,*,*,*,カテ,カテ,カテ,1/2,C3
カテーテル,1345,1345,3452,名詞,一般,*,*,*,*,カテーテル,カテーテル,カテーテル,2/5,C1
カテゴリ,1345,1345,3452,名詞,一般,*,*,*,*,カテゴリ,カテゴリ,カテゴリ,2/4,C1
カテゴリー,1345,1345,3452,名詞,一般,*,*,*,*,カテゴリー,カテゴリー,カテゴリー,2/5,C1
カテックス,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カテックス,カテックス,カテックス,2/5,C1
カテナ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カテナ,カテナ,カテナ,1/3,C1
カデット,1345,1345,3447,名詞,一般,*,*,*,*,カデット,カデット,カデット,1/4,C1
カデュセ,1345,1345,3452,名詞,一般,*,*,*,*,カデュセ,カデュセ,カデュセ,1/3,C1
カデンツァ,1345,1345,3452,名詞,一般,*,*,*,*,カデンツァ,カデンツァ,カデンツァ,2/4,C1
カトマンズ,1353,1353,4330,名詞,固有名詞,地域,一般,*,*,カトマンズ,カトマンズ,カトマンズ,3/5,C1
カトラリー,1345,1345,3438,名詞,一般,*,*,*,*,カトラリー,カトラリー,カトラリー,2/5,C1
カトリーヌ,1351,1351,4302,名詞,固有名詞,人名,名,*,*,カトリーヌ,カトリーヌ,カトリーヌ,3/5,C1
カトリック,1348,1348,2656,名詞,固有名詞,一般,*,*,*,カトリック,カトリック,カトリック,3/5,C1
カトリック,1352,1352,4350,名詞,固有名詞,組織,*,*,*,カトリック,カトリック,カトリック,3/5,C1
カトレア,1345,1345,3452,名詞,一般,*,*,*,*,カトレア,カトレア,カトレア,0/4,C2
カトレヤ,1345,1345,3081,名詞,一般,*,*,*,*,カトレヤ,カトレヤ,カトレヤ,0/4,C2
カトンボ,1345,1345,3452,名詞,一般,*,*,*,*,カトンボ,カトンボ,カトンボ,2/4,C1
カド,1345,1345,3950,名詞,一般,*,*,*,*,カド,カド,カド,1/2,C3
カド,1347,1347,6901,名詞,形容動詞語幹,*,*,*,*,カド,カド,カド,1/2,C3
カドカワ,1352,1352,10000,名詞,固有名詞,組織,*,*,*,カドカワ,カドカワ,カドカワ,2/4,*
カドカワノベルス,1348,1348,3656,名詞,固有名詞,一般,*,*,*,カドカワノベルス,カドカワノベルス,カドカワノベルス,5/8,C1
カドミウム,1345,1345,3445,名詞,一般,*,*,*,*,カドミウム,カドミウム,カドミウム,3/5,C1
カドリール,1345,1345,3452,名詞,一般,*,*,*,*,カドリール,カドリール,カドリール,3/5,C1
カナ,1345,1345,4200,名詞,一般,*,*,*,*,カナ,カナ,カナ,0/2,C3
カナ,1351,1351,5053,名詞,固有名詞,人名,名,*,*,カナ,カナ,カナ,1/2,C3
カナカナ,1345,1345,3452,名詞,一般,*,*,*,*,カナカナ,カナカナ,カナカナ,4/4,C2
カナカン,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カナカン,カナカン,カナカン,0/4,C2
カナガシラ,1345,1345,3452,名詞,一般,*,*,*,*,カナガシラ,カナガシラ,カナガシラ,3/5,C1
カナキン,1345,1345,3452,名詞,一般,*,*,*,*,カナキン,カナキン,カナキン,2/4,C1
カナクソ,1345,1345,3452,名詞,一般,*,*,*,*,カナクソ,カナクソ,カナクソ,0/4,C2
カナサシ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カナサシ,カナサシ,カナサシ,2/4,C2
カナシバリ,1345,1345,3452,名詞,一般,*,*,*,*,カナシバリ,カナシバリ,カナシバリ,0/5,C2
カナダ,1354,1354,3351,名詞,固有名詞,地域,国,*,*,カナダ,カナダ,カナダ,1/3,C1
カナダドル,1345,1345,3461,名詞,一般,*,*,*,*,カナダドル,カナダドル,カナダドル,4/5,C1
カナダドル,1360,1360,8046,名詞,接尾,助数詞,*,*,*,カナダドル,カナダドル,カナダドル,3/5,C1
カナック,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カナック,カナック,カナック,1/4,C2
カナッペ,1345,1345,3452,名詞,一般,*,*,*,*,カナッペ,カナッペ,カナッペ,2/4,C1
カナデン,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カナデン,カナデン,カナデン,0/4,C1
カナブン,1345,1345,3452,名詞,一般,*,*,*,*,カナブン,カナブン,カナブン,1/4,C1
カナヘビ,1345,1345,3452,名詞,一般,*,*,*,*,カナヘビ,カナヘビ,カナヘビ,0/4,C2
カナマイシン,1345,1345,3452,名詞,一般,*,*,*,*,カナマイシン,カナマイシン,カナマイシン,3/6,C1
カナメ,1345,1345,3749,名詞,一般,*,*,*,*,カナメ,カナメ,カナメ,2/3,C1
カナメモチ,1345,1345,3452,名詞,一般,*,*,*,*,カナメモチ,カナメモチ,カナメモチ,3/5,C1
カナモト,1352,1352,4680,名詞,固有名詞,組織,*,*,*,カナモト,カナモト,カナモト,2/4,C1
カナモノ,1345,1345,3428,名詞,一般,*,*,*,*,カナモノ,カナモノ,カナモノ,0/4,C2
カナラズ,1341,1341,5057,副詞,一般,*,*,*,*,カナラズ,カナラズ,カナラズ,0/4,*
カナリア,1345,1345,3452,名詞,一般,*,*,*,*,カナリア,カナリア,カナリア,0/4,C2
カナリア,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カナリア,カナリア,カナリア,0/4,C1
カナリット,1350,1350,4353,名詞,固有名詞,人名,姓,*,*,カナリット,カナリット,カナリット,3/5,C1
カナリヤ,1345,1345,3610,名詞,一般,*,*,*,*,カナリヤ,カナリヤ,カナリヤ,0/4,C2
カナリヤ,1348,1348,3338,名詞,固有名詞,一般,*,*,*,カナリヤ,カナリヤ,カナリヤ,0/4,C2
カナワ,1345,1345,3445,名詞,一般,*,*,*,*,カナワ,カナワ,カナワ,2/3,C1
カナン,1353,1353,4111,名詞,固有名詞,地域,一般,*,*,カナン,カナン,カナン,2/3,C1
カニ,1345,1345,3256,名詞,一般,*,*,*,*,カニ,カニ,カニ,0/2,C3
カニーヒア,1348,1348,3639,名詞,固有名詞,一般,*,*,*,カニーヒア,カニーヒア,カニーヒア,2/5,C1
カニクイザル,1345,1345,3448,名詞,一般,*,*,*,*,カニクイザル,カニクイザル,カニクイザル,5/6,C1
カニューレ,1345,1345,3452,名詞,一般,*,*,*,*,カニューレ,カニューレ,カニューレ,2/4,C1
カニングハム,1348,1348,3518,名詞,固有名詞,一般,*,*,*,カニングハム,カニングハム,カニングハム,5/6,C1
カヌー,1345,1345,3318,名詞,一般,*,*,*,*,カヌー,カヌー,カヌー,1/3,C1
カネ,1345,1345,2718,名詞,一般,*,*,*,*,カネ,カネ,カネ,0/2,C3
カネ,1351,1351,5526,名詞,固有名詞,人名,名,*,*,カネ,カネ,カネ,0/2,C3
カネカロン,1348,1348,3654,名詞,固有名詞,一般,*,*,*,カネカロン,カネカロン,カネカロン,3/5,C1
カネスエ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネスエ,カネスエ,カネスエ,2/4,C1
カネソウ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネソウ,カネソウ,カネソー,2/4,C2
カネタタキ,1345,1345,3452,名詞,一般,*,*,*,*,カネタタキ,カネタタキ,カネタタキ,3/5,C1
カネダ,1352,1352,4781,名詞,固有名詞,組織,*,*,*,カネダ,カネダ,カネダ,1/3,C1
カネダイ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネダイ,カネダイ,カネダイ,2/4,C2
カネテ,1341,1341,5069,副詞,一般,*,*,*,*,カネテ,カネテ,カネテ,1/3,*
カネテック,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネテック,カネテック,カネテック,3/5,C1
カネトモ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネトモ,カネトモ,カネトモ,0/4,C2
カネボウ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネボウ,カネボウ,カネボー,2/4,C2
カネボウウール,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネボウウール,カネボウウール,カネボーウール,5/7,C1
カネボウフーズ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネボウフーズ,カネボウフーズ,カネボーフーズ,5/7,C1
カネヨ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カネヨ,カネヨ,カネヨ,0/3,C1
カノ,1348,1348,3733,名詞,固有名詞,一般,*,*,*,カノ,カノ,カノ,0/2,C3
カノークス,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カノークス,カノークス,カノークス,2/5,C1
カノコ,1345,1345,3151,名詞,一般,*,*,*,*,カノコ,カノコ,カノコ,1/3,C1
カノト,1345,1345,3618,名詞,一般,*,*,*,*,カノト,カノト,カノト,2/3,C1
カノン,1345,1345,3452,名詞,一般,*,*,*,*,カノン,カノン,カノン,1/3,C1
カバ,1345,1345,3513,名詞,一般,*,*,*,*,カバ,カバ,カバ,1/2,C3
カバー,1343,1343,4178,名詞,サ変接続,*,*,*,*,カバー,カバー,カバー,1/3,C1
カバートワラント,1345,1345,3452,名詞,一般,*,*,*,*,カバートワラント,カバートワラント,カバートワラント,6/8,C1
カバードワラント,1345,1345,3452,名詞,一般,*,*,*,*,カバードワラント,カバードワラント,カバードワラント,6/8,C1
カバサワ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カバサワ,カバサワ,カバサワ,0/4,C2
カバディ,1345,1345,3446,名詞,一般,*,*,*,*,カバディ,カバディ,カバディ,1/3,C1
カバナ,1350,1350,4276,名詞,固有名詞,人名,姓,*,*,カバナ,カバナ,カバナ,1/3,C1
カバノキ,1345,1345,3452,名詞,一般,*,*,*,*,カバノキ,カバノキ,カバノキ,1/4,C1
カバン,1345,1345,3428,名詞,一般,*,*,*,*,カバン,カバン,カバン,0/3,C2
カヒ,1345,1345,3445,名詞,一般,*,*,*,*,カヒ,カヒ,カヒ,1/2,C3
カビ,1345,1345,3467,名詞,一般,*,*,*,*,カビ,カビ,カビ,0/2,C3
カビ,1347,1347,6426,名詞,形容動詞語幹,*,*,*,*,カビ,カビ,カビ,0/2,C4
カビネ,1345,1345,3452,名詞,一般,*,*,*,*,カビネ,カビネ,カビネ,1/3,C2
カビラ,1350,1350,4353,名詞,固有名詞,人名,姓,*,*,カビラ,カビラ,カビラ,1/3,C2
カピタン,1345,1345,3452,名詞,一般,*,*,*,*,カピタン,カピタン,カピタン,1/4,C1
カピトン,1350,1350,4348,名詞,固有名詞,人名,姓,*,*,カピトン,カピトン,カピトン,1/4,C2
カフェ,1345,1345,3469,名詞,一般,*,*,*,*,カフェ,カフェ,カフェ,1/2,C2
カフェー,1345,1345,3452,名詞,一般,*,*,*,*,カフェー,カフェー,カフェー,1/3,C1
カフェイン,1345,1345,3452,名詞,一般,*,*,*,*,カフェイン,カフェイン,カフェイン,2/4,C1
カフェオレ,1345,1345,3452,名詞,一般,*,*,*,*,カフェオレ,カフェオレ,カフェオレ,0/4,C2
カフェテラス,1345,1345,3430,名詞,一般,*,*,*,*,カフェテラス,カフェテラス,カフェテラス,3/5,C1
カフェテリア,1345,1345,3452,名詞,一般,*,*,*,*,カフェテリア,カフェテリア,カフェテリア,3/5,C1
カフェラテ,1345,1345,3452,名詞,一般,*,*,*,*,カフェラテ,カフェラテ,カフェラテ,0/4,C1
カフェルニコフ,1349,1349,3507,名詞,固有名詞,人名,一般,*,*,カフェルニコフ,カフェルニコフ,カフェルニコフ,4/6,C1
カフエー,1345,1345,3452,名詞,一般,*,*,*,*,カフエー,カフエー,カフエー,1/4,C1
カフカス,1353,1353,4751,名詞,固有名詞,地域,一般,*,*,カフカス,カフカス,カフカス,1/4,C1
カフジ,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カフジ,カフジ,カフジ,1/3,C1
カフス,1345,1345,3452,名詞,一般,*,*,*,*,カフス,カフス,カフス,1/3,C1
カフスボタン,1345,1345,3452,名詞,一般,*,*,*,*,カフスボタン,カフスボタン,カフスボタン,4/6,C1
カフン,1345,1345,3409,名詞,一般,*,*,*,*,カフン,カフン,カフン,0/3,C2
カブ,1345,1345,3485,名詞,一般,*,*,*,*,カブ,カブ,カブ,0/2,C3
カブース,1349,1349,3502,名詞,固有名詞,人名,一般,*,*,カブース,カブース,カブース,1/4,C1
カブール,1353,1353,4323,名詞,固有名詞,地域,一般,*,*,カブール,カブール,カブール,2/4,C2
カブス,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カブス,カブス,カブス,1/3,C1
カブト,1345,1345,3644,名詞,一般,*,*,*,*,カブト,カブト,カブト,1/3,C1
カブトガニ,1345,1345,3300,名詞,一般,*,*,*,*,カブトガニ,カブトガニ,カブトガニ,3/5,C1
カブトデコム,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カブトデコム,カブトデコム,カブトデコム,4/6,C1
カブトムシ,1345,1345,3448,名詞,一般,*,*,*,*,カブトムシ,カブトムシ,カブトムシ,3/5,C1
カブラ,1345,1345,3467,名詞,一般,*,*,*,*,カブラ,カブラ,カブラ,0/3,C2
カブラマッタ,1353,1353,4321,名詞,固有名詞,地域,一般,*,*,カブラマッタ,カブラマッタ,カブラマッタ,4/6,C1
カブルスコルプ,1352,1352,10000,名詞,固有名詞,組織,*,*,*,カブルスコルプ,カブルスコルプ,カブルスコルプ,5/7,*
カブレ,1345,1345,3451,名詞,一般,*,*,*,*,カブレ,カブレ,カブレ,0/3,C2
カプコン,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カプコン,カプコン,カプコン,0/4,C2
カプセル,1345,1345,3414,名詞,一般,*,*,*,*,カプセル,カプセル,カプセル,1/4,C1
カプチーノ,1345,1345,3448,名詞,一般,*,*,*,*,カプチーノ,カプチーノ,カプチーノ,3/5,C1
カプト,1350,1350,4352,名詞,固有名詞,人名,姓,*,*,カプト,カプト,カプト,1/3,C1
カプリチオ,1345,1345,3452,名詞,一般,*,*,*,*,カプリチオ,カプリチオ,カプリチオ,3/5,C1
カベ,1345,1345,3011,名詞,一般,*,*,*,*,カベ,カベ,カベ,0/2,C3
カベン,1345,1345,3452,名詞,一般,*,*,*,*,カベン,カベン,カベン,0/3,C2
カペイカ,1345,1345,3452,名詞,一般,*,*,*,*,カペイカ,カペイカ,カペイカ,2/4,C1
カホク,1353,1353,4188,名詞,固有名詞,地域,一般,*,*,カホク,カホク,カホク,1/3,C1
カホル,1351,1351,4304,名詞,固有名詞,人名,名,*,*,カホル,カホル,カホル,1/3,C2
カボチャ,1345,1345,3418,名詞,一般,*,*,*,*,カボチャ,カボチャ,カボチャ,0/3,C2
カポール,1349,1349,3193,名詞,固有名詞,人名,一般,*,*,カポール,カポール,カポール,2/4,C1
カポール,1350,1350,4672,名詞,固有名詞,人名,姓,*,*,カポール,カポール,カポール,2/4,C1
カポック,1345,1345,3452,名詞,一般,*,*,*,*,カポック,カポック,カポック,2/4,C1
カマ,1345,1345,3562,名詞,一般,*,*,*,*,カマ,カマ,カマ,1/2,C3
カマイタチ,1345,1345,3452,名詞,一般,*,*,*,*,カマイタチ,カマイタチ,カマイタチ,3/5,C1
カマキリ,1345,1345,3452,名詞,一般,*,*,*,*,カマキリ,カマキリ,カマキリ,1/4,C1
カマス,1345,1345,3452,名詞,一般,*,*,*,*,カマス,カマス,カマス,0/3,C1
カマチ,1345,1345,3373,名詞,一般,*,*,*,*,カマチ,カマチ,カマチ,0/3,C2
カマチョ,1350,1350,4341,名詞,固有名詞,人名,姓,*,*,カマチョ,カマチョ,カマチョ,1/3,C1
カマド,1345,1345,3452,名詞,一般,*,*,*,*,カマド,カマド,カマド,0/3,C2
カマドウマ,1345,1345,3452,名詞,一般,*,*,*,*,カマドウマ,カマドウマ,カマドウマ,3/5,C1
カマボコ,1345,1345,3452,名詞,一般,*,*,*,*,カマボコ,カマボコ,カマボコ,0/4,C2
カマリ,1350,1350,4351,名詞,固有名詞,人名,姓,*,*,カマリ,カマリ,カマリ,1/3,C2
カマンベール,1345,1345,3452,名詞,一般,*,*,*,*,カマンベール,カマンベール,カマンベール,4/6,C1
カミカゼ,1345,1345,3448,名詞,一般,*,*,*,*,カミカゼ,カミカゼ,カミカゼ,2/4,C1
カミガタ,1345,1345,3228,名詞,一般,*,*,*,*,カミガタ,カミガタ,カミガタ,0/4,C2
カミキ,1375,1375,4973,名詞,副詞可能,*,*,*,*,カミキ,カミキ,カミキ,1/3,C1
カミキリムシ,1345,1345,3452,名詞,一般,*,*,*,*,カミキリムシ,カミキリムシ,カミキリムシ,4/6,C1
カミサマ,1345,1345,3392,名詞,一般,*,*,*,*,カミサマ,カミサマ,カミサマ,0/4,C2
カミソリ,1345,1345,3448,名詞,一般,*,*,*,*,カミソリ,カミソリ,カミソリ,3/4,C1
カミツレ,1345,1345,3452,名詞,一般,*,*,*,*,カミツレ,カミツレ,カミツレ,2/4,C1
カミテ,1345,1345,3561,名詞,一般,*,*,*,*,カミテ,カミテ,カミテ,0/3,C2
カミナリ,1345,1345,3380,名詞,一般,*,*,*,*,カミナリ,カミナリ,カミナリ,3/4,C1
カミパレス,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カミパレス,カミパレス,カミパレス,3/5,C1
カミュ,1350,1350,4231,名詞,固有名詞,人名,姓,*,*,カミュ,カミュ,カミュ,1/2,C3
カミヨ,1345,1345,3452,名詞,一般,*,*,*,*,カミヨ,カミヨ,カミヨ,0/3,C1
カミラ,1351,1351,4302,名詞,固有名詞,人名,名,*,*,カミラ,カミラ,カミラ,1/3,C2
カミリ,1350,1350,4351,名詞,固有名詞,人名,姓,*,*,カミリ,カミリ,カミリ,1/3,C2
カミワザ,1345,1345,3452,名詞,一般,*,*,*,*,カミワザ,カミワザ,カミワザ,0/4,C2
カミングアウト,1343,1343,10000,名詞,サ変接続,*,*,*,*,カミングアウト,カミングアウト,カミングアウト,5/7,*
カム,1345,1345,3666,名詞,一般,*,*,*,*,カム,カム,カム,1/2,C3
カムイヌプリ,1348,1348,3659,名詞,固有名詞,一般,*,*,*,カムイヌプリ,カムイヌプリ,カムイヌプリ,4/6,C1
カムチャッカ,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カムチャッカ,カムチャッカ,カムチャッカ,3/5,C1
カムチャツカ,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カムチャツカ,カムチャツカ,カムチャツカ,3/5,C1
カムバック,1343,1343,4266,名詞,サ変接続,*,*,*,*,カムバック,カムバック,カムバック,1/5,C1
カムフラージュ,1343,1343,4316,名詞,サ変接続,*,*,*,*,カムフラージュ,カムフラージュ,カムフラージュ,4/6,C1
カムラン,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カムラン,カムラン,カムラン,1/4,C2
カメ,1345,1345,3834,名詞,一般,*,*,*,*,カメ,カメ,カメ,1/2,C3
カメ,1348,1348,4113,名詞,固有名詞,一般,*,*,*,カメ,カメ,カメ,1/2,C3
カメイ,1352,1352,4888,名詞,固有名詞,組織,*,*,*,カメイ,カメイ,カメイ,0/3,C2
カメオインタラクティブ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,カメオインタラクティブ,カメオインタラクティブ,カメオインタラクティブ,7/10,C1
カメムシ,1345,1345,3452,名詞,一般,*,*,*,*,カメムシ,カメムシ,カメムシ,2/4,C1
カメヤマ,1352,1352,4784,名詞,固有名詞,組織,*,*,*,カメヤマ,カメヤマ,カメヤマ,0/4,C2
カメヨ,1351,1351,4304,名詞,固有名詞,人名,名,*,*,カメヨ,カメヨ,カメヨ,1/3,C2
カメラ,1345,1345,3608,名詞,一般,*,*,*,*,カメラ,カメラ,カメラ,1/3,C1
カメラオブスキュラ,1345,1345,10000,名詞,一般,*,*,*,*,カメラオブスキュラ,カメラオブスキュラ,カメラオブスキュラ,6/8,*
カメラマン,1345,1345,3204,名詞,一般,*,*,*,*,カメラマン,カメラマン,カメラマン,3/5,C1
カメリア,1345,1345,3452,名詞,一般,*,*,*,*,カメリア,カメリア,カメリア,2/4,C1
カメル,1350,1350,4353,名詞,固有名詞,人名,姓,*,*,カメル,カメル,カメル,1/3,C2
カメルーン,1354,1354,3190,名詞,固有名詞,地域,国,*,*,カメルーン,カメルーン,カメルーン,3/5,C1
カメレオン,1345,1345,3452,名詞,一般,*,*,*,*,カメレオン,カメレオン,カメレオン,3/5,C1
カモ,1345,1345,3409,名詞,一般,*,*,*,*,カモ,カモ,カモ,1/2,C3
カモシカ,1345,1345,3096,名詞,一般,*,*,*,*,カモシカ,カモシカ,カモシカ,0/4,C1
カモツ,1345,1345,3453,名詞,一般,*,*,*,*,カモツ,カモツ,カモツ,1/3,C2
カモノハシ,1345,1345,3452,名詞,一般,*,*,*,*,カモノハシ,カモノハシ,カモノハシ,1/5,C1
カモフラージュ,1345,1345,3452,名詞,一般,*,*,*,*,カモフラージュ,カモフラージュ,カモフラージュ,4/6,C1
カモミール,1345,1345,3452,名詞,一般,*,*,*,*,カモミール,カモミール,カモミール,3/5,C1
カモメ,1345,1345,3618,名詞,一般,*,*,*,*,カモメ,カモメ,カモメ,0/3,C2
カモラ,1352,1352,4563,名詞,固有名詞,組織,*,*,*,カモラ,カモラ,カモラ,1/3,C2
カヤ,1345,1345,3447,名詞,一般,*,*,*,*,カヤ,カヤ,カヤ,1/2,C3
カヤ,1348,1348,4143,名詞,固有名詞,一般,*,*,*,カヤ,カヤ,カヤ,1/2,C3
カヤック,1345,1345,3452,名詞,一般,*,*,*,*,カヤック,カヤック,カヤック,1/4,C1
カヤツリグサ,1345,1345,3452,名詞,一般,*,*,*,*,カヤツリグサ,カヤツリグサ,カヤツリグサ,4/6,C1
カヨ,1351,1351,4306,名詞,固有名詞,人名,名,*,*,カヨ,カヨ,カヨ,1/2,C3
カヨウ,1352,1352,4490,名詞,固有名詞,組織,*,*,*,カヨウ,カヨウ,カヨー,0/3,C2
カラ,1345,1345,3621,名詞,一般,*,*,*,*,カラ,カラ,カラ,2/2,C3
カラー,1345,1345,1788,名詞,一般,*,*,*,*,カラー,カラー,カラー,1/3,C1
カラード,1345,1345,3452,名詞,一般,*,*,*,*,カラード,カラード,カラード,1/4,C1
カラアゲ,1345,1345,3452,名詞,一般,*,*,*,*,カラアゲ,カラアゲ,カラアゲ,0/4,C2
カラウィット,1348,1348,3652,名詞,固有名詞,一般,*,*,*,カラウィット,カラウィット,カラウィット,3/5,C1
カラウス,1345,1345,3452,名詞,一般,*,*,*,*,カラウス,カラウス,カラウス,0/4,C1
カラオケ,1345,1345,3301,名詞,一般,*,*,*,*,カラオケ,カラオケ,カラオケ,0/4,C1
カラオケボックス,1345,1345,3426,名詞,一般,*,*,*,*,カラオケボックス,カラオケボックス,カラオケボックス,5/8,C1
カラカス,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カラカス,カラカス,カラカス,1/4,C1
カラカラ,1341,1341,5051,副詞,一般,*,*,*,*,カラカラ,カラカラ,カラカラ,0/4,*
カラクリ,1345,1345,3428,名詞,一般,*,*,*,*,カラクリ,カラクリ,カラクリ,2/4,C1
カラコルム,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カラコルム,カラコルム,カラコルム,3/5,C1
カラザ,1345,1345,3452,名詞,一般,*,*,*,*,カラザ,カラザ,カラザ,0/3,C2
カラシ,1345,1345,3752,名詞,一般,*,*,*,*,カラシ,カラシ,カラシ,0/3,C2
カラシ,1348,1348,3022,名詞,固有名詞,一般,*,*,*,カラシ,カラシ,カラシ,1/3,C2
カラシナ,1345,1345,3452,名詞,一般,*,*,*,*,カラシナ,カラシナ,カラシナ,3/4,C2
カラジッチ,1349,1349,3475,名詞,固有名詞,人名,一般,*,*,カラジッチ,カラジッチ,カラジッチ,3/5,C1
カラス,1345,1345,3436,名詞,一般,*,*,*,*,カラス,カラス,カラス,1/3,C1
カラスウリ,1345,1345,3452,名詞,一般,*,*,*,*,カラスウリ,カラスウリ,カラスウリ,3/5,C1
カラスガイ,1345,1345,3452,名詞,一般,*,*,*,*,カラスガイ,カラスガイ,カラスガイ,3/5,C1
カラスヘビ,1345,1345,3452,名詞,一般,*,*,*,*,カラスヘビ,カラスヘビ,カラスヘビ,4/5,C1
カラスムギ,1345,1345,3452,名詞,一般,*,*,*,*,カラスムギ,カラスムギ,カラスムギ,4/5,C1
カラセキ,1345,1345,3452,名詞,一般,*,*,*,*,カラセキ,カラセキ,カラセキ,0/4,C2
カラタケ,1345,1345,3452,名詞,一般,*,*,*,*,カラタケ,カラタケ,カラタケ,0/4,C1
カラタチ,1345,1345,3452,名詞,一般,*,*,*,*,カラタチ,カラタチ,カラタチ,0/4,C2
カラタチバナ,1345,1345,3452,名詞,一般,*,*,*,*,カラタチバナ,カラタチバナ,カラタチバナ,4/6,C1
カラダ,1349,1349,3583,名詞,固有名詞,人名,一般,*,*,カラダ,カラダ,カラダ,1/3,C2
カラチ,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,カラチ,カラチ,カラチ,1/3,C1
カラッ,1342,1342,4003,副詞,助詞類接続,*,*,*,*,カラッ,カラッ,カラッ,2/3,*
カラット,1360,1360,7912,名詞,接尾,助数詞,*,*,*,カラット,カラット,カラット,1/4,C1
カラッポ,1347,1347,6411,名詞,形容動詞語幹,*,*,*,*,カラッポ,カラッポ,カラッポ,0/4,C2
カラテ,1345,1345,3268,名詞,一般,*,*,*,*,カラテ,カラテ,カラテ,0/3,C2
